EAN-13;Descricao;Cod.Prod;Validade;Porcao;Kcal;Carboidratos;Proteinas;GordurasTotais;GordurasSaturadas;GordurasTrans;Colesterol;Fibra;Calcio;Ferro;Sodio
11687;MINI FOL.CARACOL BRIDOR 20g C/;11687-4;3;50;139;20;2,5;5;3;0;0;1;0;0;350
10276;MINI FOLHADO NEVASCA SALSICHA;10276-8;2;50;300;24;28;18;8;0;0;1;0;0;504
12954;MINI KIBE HIPERPAN kg;12954-2;999;40;51;8;2,8;0,8;0,2;0,1;0;2,2;0;0;130
7380;MINI PAO BAGUETE C.SABOR MULTI;7380-6;999;50;140;24;5;3;0;0;0;1,4;0;0;279
6837;MINI PAO FRANCES C/FIBRAS KG;6837-3;999;50;54;11;1,7;0,5;0,2;0,2;0;0,5;0;0;239
7374;MINI PASTEL BELEM AMALIA KG;7374-1;999;25;67;9;1;3;0;0;0;0;0;0;52
6921;MINI PASTEL DE NATA MACA/COCO;6921-3;999;40;140;16;1,7;7,9;42;0,3;0;0,7;0;0;146
12885;MINI PASTEL FRANGO CASEIRO HIP;12885-6;999;40;82;13;3,9;1,9;1,1;0;0;0,4;0;0;333
6873;MINI PASTEL NATA CARNE KG;6873-0;999;0;142;14,4;2,9;8,3;4,5;0,3;0;0,6;0;0;189
6872;MINI PASTEL NATA FRANGO KG;6872-1;999;0;141;14,4;2,9;8,2;4,4;0,3;0;0,6;0;0;194
6871;MINI PASTEL NATA LEGUMES KG;6871-3;999;0;134;14,3;1,9;7,9;4,4;0,3;0;0,7;0;0;194
6870;MINI PASTEL NATA PALMITO KG;6870-5;999;0;127;13,2;1,9;7,6;4,2;0,3;0;0,6;0;0;230
6869;MINI PASTEL NATA PRESUNTO/QUEI;6869-1;999;0;140;14;2,5;8,5;4,7;0,3;0;0,5;0;0;196
12879;MINI PASTEL QUEIJO CASEIRO HIP;12879-1;999;40;103;13;3,7;4;2,3;0;0;0,4;0;0;299
12891;MINI RISOLES CARNE HIPERPAN kg;12891-0;999;40;69;11;3,7;1,2;0,4;0,1;0;0,5;0;0;205
12893;MINI RISOLES FRANGO HIPERPAN k;12893-7;999;40;69;11;4,2;0,9;0,4;0,1;0;0,5;0;0;240
12892;MINI SALSICHA EMPANADA HIPERPA;12892-9;999;40;83;10;4;3,2;0,9;0;0;0,4;0;0;396
7671;MINI SONHO BISTEK kg;7671-6;3;40;320;64;10;2;1;0;0;2;0;0;1100
10684;MINI SONHO D.G.kg;10684-4;3;40;93;16;2;2;0,7;0;0;0;0;0;94
11953;MINI SONHO kg;11953-9;3;50;140;24;3,6;3,1;1,2;0;0;0,8;0;0;224
6897;MINI SONHO SP KG;6897-7;999;0;75;13;1,9;1,5;0,9;0;0;0,6;0;0;70
13911;MINI TORTA BOMBONELA BRANCA 70;13911-4;5;60;336;44;5;15;10;6;0;0;0;0;100
11428;MINI TORTA BOMBONELA BRANCA BI;11428-6;5;60;336;44;5;16;10;0;0;0;0;0;100
13910;MINI TORTA BOMBONELA PRETA 700;13910-6;5;60;306;46;2;12;8;0;0;0;0;0;150
11423;MINI TORTA BOMBONELA PRETA BIS;11423-5;5;60;300;46;4;12;8;0;0;0;0;0;150
13916;MINI TORTA BRIGADEIRO 700g BIS;13916-5;5;60;356;45;2;10;6;0;0;0;0;0;80
13915;MINI TORTA BRIGADEIRO 700g CON;13915-7;5;60;356;46;2;10;6;0;0;0;0;0;80
13918;MINI TORTA DOIS AMORES 700g BI;13918-1;5;60;366;52;5;15;10;0;0;0;0;0;92
13917;MINI TORTA DOIS AMORES 700g CO;13917-3;5;60;366;52;5;15;10;0;0;0;0;0;92
11424;MINI TORTA DOIS AMORES BISTEK;11424-3;180;60;366;52;5;14;6;0;0;0;0;0;80
11433;MINI TORTA DOIS AMORES BISTEK;11433-2;5;60;366;52;5;16;10;0;0;0;0;0;92
13920;MINI TORTA MARTA ROCHA 700g BI;13920-3;5;60;350;52;6;13;6;0;0;0;0;0;80
13919;MINI TORTA MARTA ROCHA 700g CO;13919-0;5;60;350;52;6;13;6;0;0;0;0;0;80
11425;MINI TORTA MARTA ROCHA BISTEK;11425-1;180;60;350;52;6;14;6;0;0;0;0;0;80
11436;MINI TORTA MARTA ROCHA BISTEK;11436-7;5;60;350;52;6;14;6;0;0;0;0;0;80
13913;MINI TORTA MORANGO 700g BISTEK;13913-0;5;60;260;32;3;13;8;0;0;0;0;0;66
11426;MINI TORTA MORANGO BISTEK kg;11426-0;5;60;260;32;3;14;8;0;0;0;0;0;66
13921;MINI TORTA PRESTIGIO BR 700g C;13921-1;5;60;354;46;5;17;7;0;0;2;0;0;70
11427;MINI TORTA PRESTIGIO BRAN.BIST;11427-8;180;60;250;46;5;16;7;0;0;1,5;0;0;70
13922;MINI TORTA PRESTIGIO BRANCA 70;13922-0;5;60;354;46;5;17;7;0;0;2;0;0;70
11434;MINI TORTA PRESTIGIO BRANCA BI;11434-0;5;60;350;46;5;16;7;0;0;1,5;0;0;70
13923;MINI TORTA PRESTIGIO PR 700g C;13923-8;5;60;492;50;5;26;18;4;0;0;0;0;230
13924;MINI TORTA PRESTIGIO PRETA 700;13924-6;5;60;492;50;5;26;18;4;0;0;0;0;230
11422;MINI TORTA PRESTIGIO PRETA BIS;11422-7;180;60;492;48;5;26;18;4;0;0;0;0;230
11435;MINI TORTA PRESTIGIO PRETA BIS;11435-9;5;60;492;48;5;26;18;4;0;0;0;0;230
13925;MINI TORTA QUATRO LEITE 700g C;13925-4;5;60;334;29;5;15;8;0;0;1;0;0;111
13926;MINI TORTA QUATRO LEITES 700g;13926-2;5;60;334;29;5;15;8;0;0;1;0;0;111
882;MIRTILO BANDEJA 125g;882-6;999;50;39;9,8;0,5;0,2;0,1;0;0;1,6;0;0;1
10716;MIRTILO EMB.ESPECIAL kg;10716-6;4;100;57;14,4;0,7;0,3;0;0;0;2,4;0;0;0
2516;MIST. ROSCA AMME LIGHT PADARIA;2516-0;998;50;37;5,7;1,2;0;0;0;0;5,2;0;0;30,4
2561;MIST.PAO QUINOA IREKS PADARIA;2561-5;998;50;113,9;23;4;0,6;0;0;0;1,4;0;0;270
2582;MIST.PAO VENEZA IREKS PADARIA;2582-8;999;50;118,9;22,3;4,7;1,1;0;0;0;1,5;0;0;268
10929;MISTURA QUEIJ.GORD.VEG.CHED.FA;10929-0;30;30;107;3,2;3,8;8,8;4,4;0;0;0;130;0;373
905;MISTURA QUEIJO/GORD.VEG CHED.P;905-9;30;30;84;2,1;3,3;6,9;1,3;1,3;0;0;0;0;112
11992;MISTURA QUEIJO/GORD.VEG CHED.P;11992-0;30;30;84;2,1;3,3;6,9;1,3;1,3;0;0;0;0;112
888;MISTURA QUEIJO/GORDURA VEGETAL;888-5;30;30;84;2,1;3,3;6,9;3,1;1,3;0;0;0;0;113
889;MISTURA QUEIJO/GORDURA VEGETAL;889-3;30;30;84;2,1;3,3;6,9;3,1;1,3;0;0;0;0;112
1140;MIUDO  BOVINO CORACAO KG FATIA;1140-1;999;100;119;0;23;3;2;0;0;0;0;0;68
1808;MIUDO BOVINO BIFE DE FIGADO KG;1808-2;999;100;136;0;20;3,8;0;0;0;0;0;0;0
656;MIUDO BOVINO BUCHO KG FATIADO;656-4;999;100;99;0;18;2,4;0;0;0;0;0;0;0
997;MIUDO BOVINO BUCHO KG RESFRIAD;997-0;999;100;99;0;18;2,4;0;0;0;0;0;0;0
991;MIUDO BOVINO FIGADO KG RESFRIA;991-1;999;100;136;0;20;3,8;0;0;0;0;0;0;0
993;MIUDO BOVINO LINGUA KG CONG.FA;993-8;999;100;119;0;23;3;2;0;0;0;0;0;68
996;MIUDO BOVINO RABADA KG FATIADA;996-2;999;100;392;0;17;36;14;33;0;0;0;0;104
477;MIUDO BOVINO RIM KG;477-4;999;100;107;4;16;3;1;19;0;0;0;0;121
4150;MIX ABACAXI KIWI MORANGO FESTI;4150-5;4;200;344;43;9;17;1,5;0;0;7,5;0;0;0
4273;MIX ABACAXI KIWI MORANGO FESTI;4273-0;4;140;59;14;1,3;0,5;0;0;0;2,3;0;0;0
3000030431772;MIX ABACAXI KIWI MORANGO FESTI;304317-7;4;200;344;43;9;17;1,5;0;0;7,5;0;0;0
5802;MIX ALMONDEGA BISTEK KG;5802-5;999;260;395;49;19,3;13,2;2,5;0;0;5,1;0;0;1736
9622;MIX ALMONDEGAS BISTEK 300G;9622-9;4;300;403;43;28;15;3;0;0;9,6;0;0;709
10340;MIX ALMONDEGAS CONG. 300 G;10340-3;30;300;403;43;28;15;3;0;0;9,6;0;0;709
9939;MIX ALMONDEGAS OP 350G;9939-2;4;350;403;14;9;5;1;0;0;3;0;0;236
5800;MIX BIFE A PARMEGIANA BISTEK K;5800-9;999;290;338;25;26;16;5;0;0;2,7;0;0;728
5801;MIX BIFE ACEBOLADO BISTEK KG;5801-7;999;260;401;42;22;16;2,5;0;0;3,6;0;0;1539
10339;MIX BIFE ACEBOLADO CONG. 300 G;10339-0;30;300;322;37;18;10,5;3;0;0;7,3;0;0;541
9628;MIX BIFE ACEBOLADO OP 350G;9628-8;4;350;152;14;4,5;4;3;0;0;3;0;0;760
5804;MIX BIFE ROLE BISTEK KG;5804-1;999;240;550;75;22;18;4;0;0;4,5;0;0;1173
9936;MIX BRASILEIRINHO OP 350G;9936-8;4;350;180;11;8;10;3;0;0;1;0;0;335
5803;MIX CONTRA MOLHO MADEIRA BISTE;5803-3;999;190;331;36;22;10;3;0;0;4;0;0;1083
5818;MIX COSTELA SUINA ASSADA BISTE;5818-1;999;0;525;54;23;24;8,6;0;0;3;0;0;928
5819;MIX COSTELA SUINA ESCONDIDINHO;5819-0;999;0;382;16;21;27;9,5;0;0;2,4;0;0;1160
5807;MIX COXA A MILANESA BISTEK KG;5807-6;999;290;870;102,6;33;36,4;10,4;0;0;3,9;0;0;1919
5806;MIX COXA ASSADA BISTEK KG;5806-8;999;260;478;9,4;24,5;38;11;0;0;2,5;0;0;1439
5809;MIX COXA ENSOPADA BISTEK KG;5809-2;999;260;395;49;19,3;13,2;2,5;0;0;5,1;0;0;1736
11626;MIX COXINHA AO AIOLI DE ALHO 1;11626-2;6;40;43;7;2,1;0,8;0,2;0,1;0;0,3;0;0;199
3000030614854;MIX DE FRUTAS C/LAKA FRESH&GOU;306148-5;5;140;166;20;1,8;7;3,8;0;0;2;0;0;17
3000030592862;MIX DE FRUTAS FRESH&GOURMET 27;305928-6;5;140;78;17;1;0,2;0;0;0;1,5;0;0;2,4
3000030592787;MIX DE FRUTAS FRESH&GOURMET 75;305927-8;5;140;69;15;1;0,2;0;0;0;2;0;0;5,5
11657;MIX DE GRAOS 150g;11657-2;4;30;96;10;3;3,5;0,4;0;0;2,5;0;0;223
9938;MIX FEIJOADA OP 350 G;9938-4;4;350;152;14;4,5;9;3;0;0;3;0;0;649
5805;MIX FILE ARROZ INTEGRAL BISTEK;5805-0;999;210;394;50;20;12;4,5;0;0;1,7;0;0;799
5810;MIX FILE CREME DE MILHO BISTEK;5810-6;999;260;531;69;26;16;5,1;0;0;3;0;0;944
5812;MIX FILE MOLHO CAMARAO BISTEK;5812-2;999;0;505;73;15;16;5;0;0;3;0;0;908
3000030579337;MIX FOLHAS FRESH & GOURMET 600;305793-3;10;100;0;3,9;0,9;0,1;0;0;0;1,9;0;0;4
10350;MIX FRANGO C/MILHO CONG. 300 G;10350-0;30;300;231;18;14;11;8;0;0;3,3;0;0;668
9625;MIX FRANGO C/MILHO OP 300G;9625-3;4;350;632;39;29;35;10;0;0;3,5;0;0;1173
10362;MIX FRANGO GRELHADO CONG. 300;10362-4;30;100;270;0,7;26;17;1,8;0;0;0,2;0;0;394
9624;MIX FRANGO GRELHADO OP 300G;9624-5;4;350;225;24;12;13;0,5;0;0;3,8;0;0;484
9626;MIX FRANGO MILANESA BISTEK 300;9626-1;4;300;740;104;54;11;2,4;0;0;8,5;0;0;826
9934;MIX FRANGO MILANESA OP 350G;9934-1;4;350;740;30;54;3;1;0;0;2,4;0;0;236
10366;MIX FRANGO MILANEZA CONG. 300;10366-7;30;300;740;104;54;11;2,4;0;0;8,5;0;0;826
3000030614779;MIX FRUTAS C/GANACHE FRESH&GOU;306147-7;5;140;163;22;2;5,5;2,9;0;0;2,4;0;0;13
9933;MIX ITALIA OP 350G;9933-3;4;350;209;11;17;11;3;0;0;1;0;0;330
4151;MIX LARANJA UVA MORANGO  OP UN;4151-3;4;140;79;16;1,5;1,2;0;0;0;2,3;0;0;4,4
4274;MIX LARANJA UVA MORANGO FESTIV;4274-9;4;140;66;17;0,9;0;0;0;0;2,8;0;0;0
3000030432076;MIX LARANJA UVA MORANGO FESTIV;304320-7;4;220;171;24;6;6;1,4;0;0;8;0;0;25
5817;MIX LINGUICA BISTEK KG;5817-3;999;0;598;53;18;34;10;0;0;3,7;0;0;1736
4145;MIX MAMAO MELAO LARANJA FESTIV;4145-9;4;200;326;60;9;7;1;0;0;9;0;0;40
4275;MIX MAMAO MELAO LARANJA FESTIV;4275-7;4;140;58;15;1;1;0;0;0;2,6;0;0;0
3000030432403;MIX MAMAO MELAO LARANJA FESTIV;304324-0;4;200;326;60;9;7;1;0;0;9;0;0;40
4147;MIX MANGA MORANGO MELAO FESTIV;4147-5;4;200;193;34;6,5;5,4;1;0;0;6;0;0;90
4276;MIX MANGA MORANGO MELAO FESTIV;4276-5;4;140;57;14;1,2;0,2;0;0;0;2;0;0;0
3000030431932;MIX MANGA MORANGO MELAO FESTIV;304319-3;4;200;193;34;6,5;5,4;1;0;0;6;0;0;90
5814;MIX MERLUZA A DORE BISTEK KG;5814-9;999;0;446;57;11;20;7;0;0;3;0;0;780
5813;MIX MERLUZA FRITA BISTEK KG;5813-0;999;0;399;64;13;10;2,8;0;0;2,8;0;0;529
5808;MIX PEITO A MILANESA BISTEK KG;5808-4;999;290;282;30;11;13;6;0;0;3;0;0;569
5816;MIX PEIXE ASSADO BISTEK KG;5816-5;999;0;218;19;14;10;2,6;0;0;1,6;0;0;600
10376;MIX PEIXE MILANESA CONG. 300 G;10376-4;30;300;341;47;5,5;4;0;0;0;5;0;0;753
9623;MIX PEIXE MILANESA OP  300G;9623-7;4;350;733;40;60;38;10;0;0;3;0;0;1156
11573;MIX QUEIJO BRIE CRUZILIA C/DAM;11573-8;7;30;91;1;7;7;5;0;0;0;0;0;135
5825;MIX SALADA BROCOLIS BISTEK KG;5825-4;999;200;61;13;1,1;0;0;0;0;2,8;0;0;15
5829;MIX SALADA CALIFORNIA MANGA BI;5829-7;999;300;117;7,2;18;2;0,5;0;0;4;0;0;37
5828;MIX SALADA CALIFORNIA MORANGO;5828-9;999;200;55;6,2;6;0,7;0;0;0;3,4;0;0;184
5826;MIX SALADA COLORIDA BISTEK KG;5826-2;999;300;181;24;17;2;0,5;0;0;5;0;0;146
5827;MIX SALADA CROCANTE BISTEK KG;5827-0;999;160;136;7,8;4,1;10;0,8;0;0;3,5;0;0;5,6
5830;MIX SALADA FRANGO BISTEK KG;5830-0;999;200;59;11;2,5;0,6;0;0;0;3,1;0;0;3
5822;MIX SALADA TROPICAL CROCANTE B;5822-0;999;160;68;5,9;7,5;1,6;0,4;0;0;2,4;0;0;333
5823;MIX SALADA VERDE NOZES BISTEK;5823-8;999;170;133;10;18;2,2;0,6;0;0;2;0;0;106
5824;MIX SALADA VERDE PEITO DE PERU;5824-6;999;150;101;3,6;18;1,7;0,5;0;0;2,6;0;0;55
10379;MIX STROGONOFF CONG. 300 G;10379-9;30;300;444;39;19;23;0;0;0;3;0;0;710
11016;MIX SUSHI  BISTEK KG;11016-7;3;50;174;26;7;4;1,5;0;0;0,7;0;0;384
5815;MIX TAINHA RECHEADA BISTEK KG;5815-7;999;0;292;32;14;12;3,4;0;0;2;0;0;1274
9935;MIX VEGETARIANO OP 350g;9935-0;4;350;225;7;3;13;0;0;0;1;0;0;138
1180;MOCOTO;1180-0;999;100;219;0;21;14;6;0;0;0;0;0;65
3000030740300;MOEDAS DE CHOCOLATE AMG/BRAC L;307403-0;20;25;186;13;2;13;5,6;0;0;0,8;0;0;22
662;MOIDA MUSC.KG LAGARTINHO;662-9;999;100;185;0;19;13;5;33;0;0;0;0;125
3516;MOLHO A CARBONARA RESTAURANTE;3516-5;999;30;82;1,5;1,4;7,8;3,4;0;0;0;0;0;255
10712;MOLHO AO SUGO 280ML OP;10712-3;4;100;16;2;0;0,7;0;0;0;0;0;0;207
10710;MOLHO BRANCO 280ML OP;10710-7;4;100;73;1,6;2;7;5;0;0;0;0;0;449
10711;MOLHO QUEIJO 280ML OP;10711-5;4;100;111;1,5;4;10;7;0;0;0;0;0;449
3943;MONO PORCAO DUO BISTEK 120G;3943-8;6;135;536;42;6,5;35;17;0;0;0,7;0;0;97
11081;MOQUECA DE CACAO BISTEK KG;11081-7;1;100;103;1,6;17;3,2;1,4;0;0;0,5;0;0;372
4119;MORANGA BABY FEIRINHA UNID;4119-0;10;100;29;6;0;0;0;0;0;1,6;19,1;0;3
2833;MORANGA KABOTIA CORTADA KG;2833-9;4;100;12;2,7;1;0;0;0;0;1,7;0;0;0
7606;MORANGA KABOTIA EMB KG;7606-6;12;100;48;10,8;1,4;0;0;0;0;2,5;7,6;0,4;0
8767;MORANGA KABOTIA FEIRINHA kg;8767-0;10;100;29;6;0;0;0;0;0;1,6;19,1;0;3
5064;MORANGA KABOTIA INTEIRA kg;5064-4;999;100;12;2,7;1;0;0;0;0;1,7;0;0;0
11386;MORANGA REFOGADA ATM kg;11386-7;10;100;105;13;6;3;0,8;0;0;0,8;0;0;257
9498;MORANGA REFOGADA OP kg;9498-6;3;100;106;14;1,9;5,7;0;0;0;3,4;0;0;196
3523;MORANGA REFOGADA RESTAURANTE K;3523-8;999;30;29;0,8;0;2,7;0,4;0;0;0;0;0;51
7228;MORANGA REFOGADA ROT.BISTEK KG;7228-1;1;100;106;14;1,9;5,7;0;0;0;3,4;14,5;0,5;196
8765;MORANGA VERMELHA FEIRINHA kg;8765-3;10;100;10,4;2,1;0,1;0,2;0;0;0;0,5;0;0;1
937;MORANGA VERMELHA kg;937-7;5;100;12;2,7;1;0;0;0;0;1,7;0;0;0
869;MORANGO BANDEJA 240g;869-9;999;100;30,2;6,8;0,9;0;0;0;0;1,7;10,9;0,3;0
7448;MORANGO DESIDRATADO KG;7448-9;360;50;173;42;0;0;0;0;0;2,3;0;0;122
7907;MORANGO DESIDRATADO KG;7907-3;360;50;173;42;0;0;0;0;0;2,3;0;0;122
14082;MORANGO DO AMOR BISTEK kg;14082-1;3;25;80;15;0,8;1,6;0,8;0;0;0;0;0;17
14083;MORANGO DO AMOR BISTEK kg IND;14083-0;3;25;80;15;0,8;1,6;0,8;0;0;0;0;0;17
10735;MORANGO EXTRA II T.B.COPO kg;10735-2;2;100;30;6,8;0,9;0;0;0;0;1,7;0;0;0
10748;MORANGO EXTRA T.B.COPO kg;10748-4;2;100;30;6,8;0,9;0;0;0;0;1,7;0;0;0
4149;MORANGO FESTIVAL;4149-1;4;140;42;9,5;1,2;0,4;0;0;0;2,4;0;0;0
3000030431857;MORANGO FESTIVAL;304318-5;4;140;42;9,5;1,2;0,4;0;0;0;2,4;0;0;0
10734;MORANGO FONDUE T.B.COPO kg;10734-4;2;100;30;6,8;0,9;0;0;0;0;1,7;0;0;0
10749;MORANGO FRESH&GOURMET P KG;10749-2;2;100;30;6,8;0,9;0;0;0;0;1,7;0;0;0
10736;MORANGO ORG.T.B.COPO kg;10736-0;2;100;30;6,8;0,9;0;0;0;0;1,7;0;0;0
425;MORANGO PREMIUM 300g BD;425-1;999;100;70;8;1;4,1;2,5;0;0;0;0;0;14
49391;MORANGO PRODUCAO kg;49391-0;5;100;30,2;6,8;0,9;0,3;0;0;0;1,7;10,9;0,3;0
10726;MORANGO SEMI HID.COPO T.B.kg;10726-3;2;100;30;6,8;0,9;0;0;0;0;1,7;0;0;0
7898920538375;MORANGO SEMI HIDROPONICO 250g;5693-6;999;100;30,2;6,8;0,9;0;0;0;0;0;10,9;0,3;0
1667;MORTAD.CONF.KG C/GOR FATIADA M;1667-5;999;40;91;2,4;5;6;2;0;0;0;0;0;629
565;MORTAD.CONFIANCA C/GOR KG.PED;565-7;999;40;91;2,4;5;6;2;0;0;0;0;0;629
7714;MORTAD.CONFIANCA FRANGO FATIAD;7714-3;999;50;104;2;5,6;8;2,4;0;0;0;0;0;600
77;MORTAD.EXCELSIOR KG S/GORD.PED;77-9;999;30;118;4;7;8;3;33;0;0;0;0;673
5714;MORTAD.FRANGO CONF.KG FATIADA;5714-2;999;40;101;3,2;5,4;7,4;2,8;0;0;0;0;0;661
5096;MORTAD.FRANGO CONF.KG PEDACO;5096-2;999;40;101;3,2;5,4;7,4;2,8;0;0;0;0;0;661
5382;MORTAD.SEARA DEFUMADA KG PECA;5382-1;999;0;125;2,5;5;10;3,5;0;0;0;0;0;480
13110;MORTADELA BOLOGNA CERATTI FATI;13110-5;45;40;89;1;6;6,8;2,4;0;0;0;0;0;323
6937;MORTADELA BOLOGNA CERATTI TRAD;6937-0;999;40;96;0;6,4;8;3,2;0;0;0;0;0;504
190;MORTADELA BOLOGNA PERDIGAO OUR;190-2;40;40;101;1,7;5,5;8;3,6;0;0;0;0;0;540
523;MORTADELA BOLOGNELLA PERDIGAO;523-1;36;40;126;2,3;4,9;11;4;0;0;0;0;0;472
6920;MORTADELA CERATTI BOLOGNA FATI;6920-5;999;40;96;0;6,4;8;3,2;0;0;0;0;0;504
8303;MORTADELA CERATTI BOLOGNA FATI;8303-8;30;40;96;0;6,4;8;3,2;0;0;0;0;0;504
6910;MORTADELA CERATTI BOLOGNA PECA;6910-8;999;40;96;0;6,4;8;3,2;0;0;0;0;0;504
7713;MORTADELA CONFIANCA C/GORDURA;7713-5;999;40;105;3,2;5,4;7,4;2,8;0;0;0;0;0;639
7725;MORTADELA CONFIANCA C/GORDURA;7725-9;30;50;100;1,6;4,8;8,2;2,5;0;0;0;0;0;521
8371;MORTADELA CONFIANCA C/TOUCINHO;8371-2;40;40;99;2;4,8;8;2,4;0;0;0;0;0;546
8372;MORTADELA CONFIANCA S/TOUCINHO;8372-0;40;40;99;2;4,8;8;2,4;0;0;0;0;0;546
162;MORTADELA CONFIANCA SEM GORDUR;162-7;999;50;100;1,6;4,8;8,2;2,5;0;0;0;0;0;521
1671;MORTADELA CONFIANCA SEM GORDUR;1671-3;999;40;91;4;5;6;2;0;0;0;0;0;629
71;MORTADELA EXCELSIOR COM GORDUR;71-0;20;40;92;4,8;1;6,9;2,2;0;0;0;0;0;564,6
1250;MORTADELA EXCELSIOR FRANGO PED;1250-5;30;40;92;4,8;1;6,9;2,2;0;0;0;0;0;564,6
76;MORTADELA EXCELSIOR SEM GORDUR;76-0;20;40;78,9;2,5;4,8;5,5;1,7;0;0;0;0;0;393,5
5097;MORTADELA PERDIGAO BOLOGNA OUR;5097-0;30;40;96;0;6,4;8;3,2;0;0;0;0;0;504
6936;MORTADELA PERDIGAO BOLOGNELLA;6936-1;30;40;129;2,4;5,2;11;3,2;0;0;0;0;0;550
5548;MORTADELA PERDIGAO COM GORDURA;5548-4;40;40;113;2,4;4,8;9,4;3,2;0;0;0;0;0;540
5549;MORTADELA PERDIGAO COM GORDURA;5549-2;999;40;91;2,4;5;6;2;0;0;0;0;0;629
5550;MORTADELA PERDIGAO FRANGO FATI;5550-6;40;40;117;2,8;4,8;9,6;2,8;0;0;0;0;0;540
5551;MORTADELA PERDIGAO FRANGO PEDA;5551-4;999;40;101;3,2;5,4;7,4;2,8;0;0;0;0;0;661
1815;MORTADELA SADIA DEFUMADA FATIA;1815-5;30;40;121;3,1;4,8;9,9;3,4;0;0;0;0;0;436
6939;MORTADELA SADIA DEFUMADA PEDAC;6939-6;999;40;121;3,1;4,8;9,9;3,4;0;0;0;0;0;436
13295;MORTADELA SADIA FATIAS kg;13295-0;90;40;120;1,9;5,7;10;2,9;0;0;0;0;0;466
12131;MORTADELA SEARA DEF.FAT E.FINA;12131-2;60;40;108;1,2;5,2;9,2;3,1;0;0;0;0;0;600
10033;MORTADELA SEARA DEF.GOURMET FA;10033-1;60;40;106;1;5;9;3;0;0;0;0;0;472
11396;MUFFIM BANANA C/QUINOA ATM kg;11396-4;6;50;300;40;10;12;8;0;0;10;0;0;32
8314;MUFFIM ESPINAFRE ROT KG;8314-3;1;50;58;9,8;1,8;1,2;0,5;0;0;0;0;0;166
9524;MUFFIM FIT OP kg;9524-9;1;50;180;18;6;10;2;0;0;2;0;0;550
7708;MUFFIM FIT ROT KG;7708-9;1;50;93;9;3;4,9;0,9;0;6,6;0,6;0;0;331
9526;MUFFIM QUINOA C/BANANA OP kg;9526-5;4;60;131;13;3;6;3;0;0;1;0;0;29
8720;MUFFIM QUINOC/BANANA ROT KG;8720-3;4;60;152;19;5,2;6,2;3,6;0;0;4,9;0;0;16
3000030460017;MUFFINS BANANA 100G BISTEK UND;304600-1;2;60;152;19;5,2;6,2;3,6;0;0;4,9;0;0;16
3000030460109;MUFFINS FIT 100G BISTEK UND;304601-0;3;50;93;9;3;4,9;0,9;0;6,6;0;0;0;331
5996;MUSCULO DURO  LAGARTINHO;5996-0;999;100;291;0;21;14;6;0;0;0;0;0;65
5998;MUSCULO DURO  LAGARTINHO;5998-6;999;100;291;0;21;14;6;0;0;0;0;0;65
2013;MUSCULO DURO  PICADAO P/PANELA;2013-3;999;100;219;0;21;14;6;0;0;0;0;0;65
2910;MUSCULO DURO EMBALAGEM MACRO;2910-6;999;100;185;0;190;130;50;97;0;0;0;0;5
1158;MUSCULO DURO LAGARTINHO MACRO;1158-4;999;100;219;0;21;14;6;0;0;0;0;0;65
7992;MUSCULO DURO MOIDO;7992-8;1;100;110;0;23;2;1;0;0;0;0;0;60
9024;MUSCULO DURO MOIDO;9024-7;999;100;0;0;0;0;0;0;0;0;0;0;0
1226;MUSCULO MOLE  LAGARTAO ESPEC;1226-2;999;100;219;0;21;14;6;0;0;0;0;0;65
6070;MUSCULO MOLE  LAGARTAO ESPECIA;6070-4;999;100;219;0;21;14;9;0;0;0;0;0;65
22391;MUSCULO MOLE  LAGARTAO MACRO I;22391-3;999;100;219;0;21;14;6;0;0;0;0;0;65
1192;MUSCULO MOLE  LAGARTAO P/RECHE;1192-4;999;100;219;0;21;14;6;0;0;0;0;0;65
2012;MUSCULO MOLE  LAGARTAO PICADAO;2012-5;999;100;219;0;21;14;6;0;0;0;0;0;65
6111;MUSCULO MOLE kg MOIDO;6111-5;1;0;0;0;0;0;0;0;0;0;0;0;0
1005;NABO BRANCO KG;1005-7;999;100;18,2;4,2;1,2;0;0;0;0;2,6;0;0,2;2,5
4093;NECTARINA IMPORTADA FEIRINHA k;4093-2;10;100;44;10,5;1;0,3;0;0;0;1,7;0;0;0
521;NECTARINA IMPORTADA kg;521-5;14;100;49;11,8;0,9;0,4;0;0;0;1,5;5;0,1;0
7898935024092;NESPERA BANDEJA 450g;1547-4;12;100;43;11,5;0,3;0;0;0;0;3;20;0,1;0
10747;NESPERA EMB.COPO T.B kg;10747-6;3;100;43;11,5;0,3;0;0;0;0;3;0;0;0
3680;NHOQUE A BOLONHESA BISTEK PRE;3680-3;999;500;774;125;28;18;8,2;1,3;0;7,6;0;0;1804,6
8048;NHOQUE AO MOLHO ROSE RESF ROT;8048-9;3;100;86;10;2,3;4,2;1,3;0;0;0,6;32;0;149
11403;NHOQUE AO MOLHO VERMELHO ATM k;11403-0;6;100;160;28;8;2,4;0,4;0;0;2;0;0;94
8049;NHOQUE AO MOLHO VERMELHO RESF;8049-7;3;100;160;7,7;2,4;0,4;0;0;0;1,6;0;0;94,2
12238;NHOQUE AO QUATRO QUEIJOS OP kg;12238-6;6;100;223;22;8,6;11;6;0;0;0,3;0;0;623
