EAN-13;Descricao;Cod.Prod;Validade;Porcao;Kcal;Carboidratos;Proteinas;GordurasTotais;GordurasSaturadas;GordurasTrans;Colesterol;Fibra;Calcio;Ferro;Sodio
250;COSTELA SUINA FRIVAN KG DEF.;250-0;999;100;380;0;22;15;13;0;0;0;0;0;250
11516;COSTELINHA SUINA AO BARBECUE k;11516-9;3;100;241;10;9,3;14;6;0,2;0;0,4;0;0;261
1211;COSTILHAR  C.S/OSSO DIANTEIRO;1211-4;999;100;219;0;21;14;6;0;0;0;0;0;65
2016;COSTILHAR  PICADAO P/PANELA;2016-8;999;100;219;0;21;14;6;0;0;0;0;0;65
8659;COUSCOUS C/CAMAROES ROT KG;8659-2;3;60;59;6,7;5,1;1,3;0,2;0;0;1;0;0;783
3000030587356;COUVE  PICADA FRESH&GOURMET 30;305873-5;6;100;32;6;2;0;0;0;0;3;0;0;0
308;COUVE CHINESA UNIDADE;308-5;999;100;88;22,4;1,5;0,3;0;0;0;3,4;21;0,2;1
309;COUVE DE BRUXELAS PCT;309-3;8;100;43;8,9;3,3;0,3;0;0;0;4,9;1,4;1,4;25
3808;COUVE FLOR 100g FEIRINHA;3808-3;10;100;19;3,9;1,2;0;0;0;0;2,1;16;0,1;2
30099;COUVE FLOR A MILANESA KG;30099-3;1;0;94;17;4,2;1,1;0,2;0;0;2;0;0;112
595;COUVE FLOR BD UN;595-9;999;100;27;4,3;2,9;0,5;0;0;0;3,1;0;0;0
3000030587196;COUVE FLOR FRESH&GOURMET 300g;305871-9;6;100;22,6;4,5;1,9;0;0;0;0;2,4;17,8;0,5;3,4
9091;COUVE FLOR GRATINADA ROT KG;9091-3;1;100;70;7;3,3;3,2;1,9;0;0;1,3;0;0;188
591;COUVE FLOR UN;591-6;7;100;19;3,9;1,2;0;0;0;0;2,1;16;0,1;2
4125;COUVE FLOR VERDE VALE FEIRINHA;4125-4;10;100;19;3,9;1,2;0;0;0;0;2,1;16;0,1;2
3000030427829;COUVE FLOR VERDE VALE FEIRINHA;304278-2;7;100;19;3,9;1,2;0;0;0;0;2,1;16;0,1;2
7320;COUVE FOLHA ROTISSERIA kg;7320-2;1;50;13,5;2,1;1,4;0,2;0;0;0;1,5;65,5;0,2;3
9956;COUVE MINEIRA OP kg;9956-2;1;100;112;3,8;5,5;9;0,9;0;0;2,6;0;0;1075
7221;COUVE MINEIRA ROT.BISTEK KG;7221-4;1;100;112;3,8;5,5;9;0,9;0;0;2,6;116;0,4;1075
2021;COXA C/SOBRECOXA FRANGO COPACO;2021-4;999;82;125;0;15;5;2;0;0;0;0;0;93
2152;COXA FRANGO PADARIA KG;2152-0;999;50;85,5;0;9,3;5,3;1,2;0;0;0;0;0;237,6
6925;COXA SOBRECOXA COPACOL INTERFO;6925-6;999;71;125;0;12;6;2;0;0;0;0;0;67
1151;COXAO DE FORA  BIFE;1151-7;999;100;219;0;21;14;6;0;0;0;0;0;65
2541;COXAO DE FORA  BIFE A MILANEZA;2541-0;999;100;219;0;21;14;6;0;0;0;0;0;65
1219;COXAO DE FORA  BIFE A ROLE;1219-0;999;100;219;0;21;14;6;0;0;0;0;0;65
2774;COXAO DE FORA  BIFE EXTRA LIMP;2774-0;999;100;219;0;21;14;6;0;0;0;0;0;65
1636;COXAO DE FORA  BIFE P/ACEBOLAR;1636-5;999;100;219;0;21;14;6;0;0;0;0;0;65
1610;COXAO DE FORA  COZ.ESPECIAL;1610-1;999;100;219;0;21;14;6;0;0;0;0;0;65
6093;COXAO DE FORA  COZIDO ESPECIAL;6093-3;999;100;219;0;21;14;9;0;0;0;0;0;65
1245;COXAO DE FORA  ESPECIAL;1245-9;999;100;219;0;21;14;6;0;0;0;0;0;65
5989;COXAO DE FORA  ESPECIAL;5989-7;999;100;291;0;21;14;6;0;0;0;0;0;0,6
1187;COXAO DE FORA  INDIVIDUAL;1187-8;999;100;219;0;21;14;6;0;0;0;0;0;65
5990;COXAO DE FORA  INDIVIDUAL;5990-0;999;100;291;0;21;14;6;0;0;0;0;0;65
2008;COXAO DE FORA  ISCA;2008-7;999;100;219;0;21;14;6;0;0;0;0;0;65
6094;COXAO DE FORA  ISCA;6094-1;999;100;219;0;21;14;9;0;0;0;0;0;65
2855;COXAO DE FORA  MACRO INDIVIDUA;2855-0;999;100;219;0;21;14;6;0;0;0;0;0;65
1288;COXAO DE FORA  P/ENSOPAR;1288-2;999;100;219;0;21;14;6;0;0;0;0;0;65
6095;COXAO DE FORA  P/ENSOPAR;6095-0;999;100;219;0;21;14;9;0;0;0;0;0;65
2009;COXAO DE FORA  PICADAO;2009-5;999;100;219;0;21;14;6;0;0;0;0;0;65
6096;COXAO DE FORA  PICADAO;6096-8;999;100;219;0;21;14;9;0;0;0;0;0;65
1138;COXAO DE FORA  XADREZ;1138-0;999;100;219;0;21;14;6;0;0;0;0;0;65
6097;COXAO DE FORA  XADREZ;6097-6;999;100;219;0;21;14;9;0;0;0;0;0;65
2902;COXAO DE FORA EMBALAGEM MACRO;2902-5;999;100;185;0;190;130;50;0;0;0;0;0;0
6113;COXAO DURO KG MOIDO;6113-1;999;100;215;9;21;16;6,9;9;0;9;0;0;53
6927;COXAO DURO SALGADO (FRESCAL);6927-2;999;100;169;0;21,2;8,7;2;0;0;0;0;0;545
1153;COXAO MOLE  BIFE;1153-3;999;100;219;0;21;14;6;0;0;0;0;0;65
2540;COXAO MOLE  BIFE A MILANEZA;2540-2;999;100;219;0;21;14;6;0;0;0;0;0;65
1220;COXAO MOLE  BIFE A ROLE;1220-3;999;100;219;0;21;14;6;0;0;0;0;0;65
1221;COXAO MOLE  BIFE EXTRA LIMPO;1221-1;999;100;219;0;21;14;6;0;0;0;0;0;65
1980;COXAO MOLE  BIFINHO DE PERA;1980-1;999;100;219;0;21;14;6;0;0;0;0;0;65
1979;COXAO MOLE  CARRETEIRO;1979-8;999;100;219;0;21;14;6;0;0;0;0;0;65
6098;COXAO MOLE  CARRETEIRO;6098-4;999;100;219;0;21;14;9;0;0;0;0;0;65
1141;COXAO MOLE  CHATOUBRIAN;1141-0;999;100;219;0;21;14;6;0;0;0;0;0;65
6099;COXAO MOLE  CHATOUBRIAN;6099-2;999;100;219;0;21;14;9;0;0;0;0;0;65
1247;COXAO MOLE  ENROLADO;1247-5;999;100;219;0;21;14;6;0;0;0;0;0;65
1341;COXAO MOLE  EXTRA LIMPO;1341-2;999;100;219;0;21;14;6;0;0;0;0;0;65
6062;COXAO MOLE  EXTRA LIMPO;6062-3;999;100;219;0;21;14;6;0;0;0;0;0;65
1156;COXAO MOLE  INDIVIDUAL;1156-8;999;100;219;0;21;14;6;0;0;0;0;0;65
5991;COXAO MOLE  INDIVIDUAL;5991-9;999;100;291;0;21;14;6;0;0;0;0;0;65
1649;COXAO MOLE  LIGHT LEVE;1649-7;999;100;219;0;21;14;6;0;0;0;0;0;65
6102;COXAO MOLE  LIGHT LEVE;6102-6;999;100;219;0;21;14;9;0;0;0;0;0;65
1232;COXAO MOLE  PEDACO ENSOPAR;1232-7;999;100;219;0;21;14;6;0;0;0;0;0;65
6103;COXAO MOLE  PEDACO PARA ENSOPA;6103-4;999;100;219;0;21;14;9;0;0;0;0;0;65
1194;COXAO MOLE  PERA;1194-0;999;100;219;0;21;14;6;0;0;0;0;0;65
6063;COXAO MOLE  PERA;6063-1;999;100;219;0;21;14;6;0;0;0;0;0;65
2539;COXAO MOLE  PICADO ORIENTAL;2539-9;999;100;219;0;21;14;6;0;0;0;0;0;65
6104;COXAO MOLE  PICADO ORIENTAL;6104-2;999;100;219;0;21;14;9;0;0;0;0;0;65
2538;COXAO MOLE  ROS-BIFE;2538-0;999;100;219;0;21;14;6;0;0;0;0;0;65
842;COXAO MOLE  STROGONOFF;842-7;999;100;219;0;21;14;6;0;0;0;0;0;65
6105;COXAO MOLE  STROGONOFF;6105-0;999;100;219;0;21;14;9;0;0;0;0;0;65
2901;COXAO MOLE EMBALAGEM MACRO;2901-7;999;100;185;0;190;130;50;97;0;0;0;0;5
2853;COXAO MOLE MACRO INDIVIDUAL;2853-3;999;100;219;0;21;14;6;0;0;0;0;0;65
754;COXAO MOLE MOIDO KG;754-4;999;100;132;23;230;34;11;0;0;0;0;0;750
2188;COXAO MOLE SALGADO;2188-1;999;70;127;0,7;17;6,2;2,3;0;0;0;0;0;978
6036;COXAO MOLE SALGADO;6036-4;999;100;139;1,1;18;6,7;2,5;0;0;0;0;0;978
6546;COXAO MOLE SALGADO ( FRESCAL);6546-3;999;100;169;0;21,2;8,7;2;0;0;0;0;0;809,3
9098;COXAS DE FRANGO EMP/ASSADAS RO;9098-0;1;100;168;15;15;5;1,6;0;0;1;0;0;362
9911;COXINHA AIPIM C/FRANGO OP UN;9911-2;1;50;83;8,7;6,4;2,5;0,6;0;0;1,4;0;0;243
4190;COXINHA AIPIM C/FRANGO UND;4190-4;1;50;83;8,7;6,4;2,5;0,6;0;0;1,4;0;0;243
3000030432908;COXINHA AIPIM C/FRANGO UND;304329-0;1;50;83;8,7;6,4;2,5;0,6;0;0;1,4;0;0;243
8171;COXINHA AIPIM/C/FRANGO CONG. U;8171-0;30;100;106;14;1,9;5,7;0;0;0;3,4;0;0;196
13608;COXINHA CARNE PANELA FIT FOODS;13608-5;2;150;231;32;13;5,6;2,9;0;0;4,3;0;0;659
12233;COXINHA FIT AIPIM C/FRANGO BIS;12233-5;999;40;52;9,2;1,9;0,8;0,2;0;0;0,4;0;0;2415
13285;COXINHA FRANGO BISTEK 70g UN;13285-3;2;50;175;29;6;4;1,5;0;0;1,1;0;0;472
11694;COXINHA FRANGO BISTEK UN;11694-7;2;40;46;7;2;1;0,4;0;0;0,3;0;0;192
11695;COXINHA FRANGO C/REQUEIJAO BIS;11695-5;2;40;43;7;2,1;0,8;0,2;0,1;0;0,3;0;0;199
13609;COXINHA FRANGO FIT FOODS 150g;13609-3;2;150;232;33;12;5,5;2,8;0;0;4;0;0;703
12882;COXINHA FRANGO HP UN;12882-1;999;40;80;12;2,8;2,4;0,8;0;0;0,4;0;0;280
14011;COXINHA VEG. RECH. PROTEINA DE;14011-2;999;150;226;35;8,7;5,7;2,4;0;0;5,6;0;0;747
7167;CRANBERRY DESIDRATADO BISTEK k;7167-6;998;100;308;82,3;0;0;0;0;0;5,7;10;0,5;0
7916;CRANBERRY DESIDRATADO BISTEK K;7916-2;180;100;308;82,3;0,7;0;0;0;0;5,7;10;0,5;0
13994;CREME AIPIM COM CALABRESA IND;13994-7;6;100;240;30;4,4;11;3;0;0;2;0;0;900
9515;CREME DE AIPIM C/CALABRESA 450;9515-0;5;100;240;30;4,4;11;3;0;0;2;0;0;900
3528;CREME DE CEBOLA ROTISSERIA kg;3528-9;1;30;61;1;1;5,9;1,2;0;0;0,6;0;0;253
13245;CREME DE MANDIOQUINHA COM CARN;13245-4;5;100;201;24;5,1;7,5;3,3;0;0;1,2;0;0;250
13992;CREME DE MANDIOQUINHA IND 400g;13992-0;6;100;201;24;5;7,5;3,3;0;0;1,2;0;0;250
8431;CREME MANDIOQUINHA ROT KG;8431-0;5;60;119;15;2,2;5,8;1,4;0;0;1,1;0;0;453
4059;CREP FIT SALGADO ROT KG;4059-2;4;60;88;4,6;6,9;4,6;1,7;0;0;1,9;0;0;222
4040;CREPE FIT ROT KG;4040-1;2;60;184;13;6,4;12;3,6;0;0;1,9;0;0;28
8036;CREPIOCA DE FRANGO RESF ROT KG;8036-5;4;50;196;15;13;3;0,3;0;66;0,3;0;0;1062
7387;CREPIOCA FRANGO C/ REQUEIJAO R;7387-3;4;50;196;15;13;3;0;0;66;0,3;0;0,5;1062
11398;CREPIOCA FRANGO C/REQUEIJAO AT;11398-0;6;50;400;30;26;6;0;0;0;0;0;0;1062
9516;CREPIOCA FRANGO C/REQUEIJAO OP;9516-8;4;40;112;6,6;5,3;5,5;1,6;0;0;0;0;0;180
7122;CRISPIM CHOC. BRANCO D.MESTRE;7122-6;30;50;291;7,9;19;7,6;7,6;0;0;1,3;0;0;16
7123;CRISPIM CHOC. PRETO D.MESTRE K;7123-4;30;50;291;22;7,9;19;7,6;0;0;1,3;0;0;16
3287;CROISSANT AZEITONA BISTEK KG;3287-5;4;70;184;16;7;10;7;0;0;2;0;0;260
11681;CROISSANT BRIDOR 50g MANTEIGA;11681-5;3;50;160;20;3,5;7;6;0;0;1;0;0;400
7994;CROISSANT CHOCOLATE JD KG;7994-4;4;70;200;24;3;10;7,6;1,2;0;1;0;0;260
7993;CROISSANT FRANGO JD KG;7993-6;4;50;198;18;6;11;6;1;0;1;0;0;260
8338;CROISSANT JD CALABRESA KG;8338-0;3;100;538;10;5,9;53;2,5;0,2;0;0,7;0;0;339
8337;CROISSANT JD GOIABADA KG;8337-2;3;100;517;14;4,9;49;1,7;0,2;0;0,6;0;0;57
8336;CROISSANT JD PRES/QJO KG;8336-4;3;100;484;9,5;8,9;46;3,1;0,2;0;0,5;0;0;232
10894;CROISSANT NEVASCA CHOC.PRETO U;10894-4;4;50;429;50;5,4;22,4;15,5;1,1;0;1,8;0;0;357
7281;CROISSANT NEVASCA CHOCOLATE KG;7281-8;999;100;419;48,7;6;21,7;7,1;3,5;0;2,2;0;0;214
7282;CROISSANT NEVASCA FRANGO KG;7282-6;999;110;370;37,8;10,2;19,5;7,7;1,5;0;1,9;0;0;542
10893;CROISSANT NEVASCA GOIABADA UN;10893-6;4;125;404;64;5;14;8;0;0;3;0;0;378
7283;CROISSANT NEVASCA PRESUNTO/QUE;7283-4;999;100;386;36,3;10;21,8;8,9;3,3;0;1,6;0;0;621
6048;CROISSANT PRESUNTO BISTEK KG;6048-8;4;50;283;22;6;19;2,2;1,4;0;1;48,7;0,5;112,3
9439;CROISSANT S/RECHEIO JD KG;9439-0;4;40;161;24;3,3;5,8;2,3;0,4;0;1,1;0;0;43
11624;CROQUETE C/CARNE 180g;11624-6;6;40;55;6;3;2;1,1;0;0;0,4;0;0;171
11698;CROQUETE CAMARAO BISTEK UN;11698-0;2;40;40;6;1,6;1,1;0,2;0;0;0,4;0;0;150
12881;CROQUETE CARNE HP UN;12881-3;999;40;89;10;4,3;3,5;1,8;0;0;0,4;0;0;243
8455;CROUTONS BISTEK KG ERVAS FINAS;8455-7;14;50;205;23;3,1;11;5,6;0,4;0;0,9;0;0;250
8452;CROUTONS BISTEK KG NATURAL;8452-2;999;50;147;29;4;1,5;0,5;0,2;0;1,1;0;0;324
8453;CROUTONS BISTEK KG QUEIJO;8453-0;14;50;209;18;6,5;12;6,5;0,4;0;0,7;0;0;407
13987;CROUTONS ROT 40g UN IND;13987-4;60;30;99;15;1,7;5;1;0;0;0,6;0;0;153
11281;CUCA ABACAXI  DESC. BISTEK KG;11281-0;4;100;530;0;0;0;5;0;0;1,6;0;0;185
4054;CUCA ABACAXI BISTEK kg;4054-1;4;60;318;41;3,2;5,4;3;0;0;1;0;0;111
13205;CUCA ABACAXI HIPERPAN kg;13205-5;3;50;176;36;3;2;1;0;0;1,2;0;0;248
13855;CUCA ABACAXI IND 400g;13855-0;10;60;242;37;3;10;3;0;0;0;0;0;71
4052;CUCA BANANA BISTEK kg;4052-5;4;60;211;24;2;2;0,5;0;0;0;1;0;82
11282;CUCA BANANA DESC. BISTEK KG;11282-8;4;60;211;24;2;2;0,5;0;0;0;0;0;82
11920;CUCA C/FAROFA 450g PF UN;11920-2;3;50;137;28;3,5;1,4;0,2;0,3;0;1;0;0;178
12866;CUCA C/FAROFA HIPERPAN kg;12866-0;3;50;97;20;2,7;0,4;0,1;0;0;0,6;0;0;120
13238;CUCA CHOCOLATE AO LEITE HIPERP;13238-1;3;50;213;36;3,5;5,5;2,5;0;0;1,3;0;0;256
13206;CUCA CHOCOLATE HIPERPAN kg;13206-3;3;50;186;36;3,3;3;1,5;0;0;1;0;0;264
13854;CUCA CHOCOLATE IND 400g;13854-1;8;60;271;38;3;12,5;4,6;0,6;0;0;0;0;71
13237;CUCA COCO HIPERPAN kg;13237-3;3;50;179;35;3;3;2;0;0;1,5;0;0;250
13853;CUCA COCO IND 400g;13853-3;10;60;244;35;3;10,5;4;0;0;0,5;0;0;71
13331;CUCA COLONIAL C/ABACAXI kg;13331-0;3;60;141;26;2;2;0,6;0;0;1;0;0;82
13332;CUCA COLONIAL C/CHOCOLATE kg;13332-9;3;60;153;26;2,4;3,4;1;0;0;0,5;0;0;100
13333;CUCA COLONIAL C/DOCE LEITE kg;13333-7;3;60;151;26;3;3;1;0;0;0,6;0;0;86
13335;CUCA COLONIAL C/FAROFA kg;13335-3;3;60;126;22;2,6;2,5;0,6;0;0;0,7;0;0;101
13334;CUCA COLONIAL C/GOIABADA kg;13334-5;3;60;142;26;2;2;0,5;0;0;1;0;0;82
13986;CUCA DE BANANA 400g IND;13986-6;10;60;226;31;3;11;3;0;0;0;0;0;65
12026;CUCA DIPAES C/FAROFA UN;12026-0;4;50;209;40;2;3;1;0,2;0;1;0;0;91
4051;CUCA FAROFA BISTEK kg;4051-7;4;60;325;30;3;3;4;0;0;0,5;0;0;150
11283;CUCA FAROFA DESC.  BISTEK KG;11283-6;4;60;325;30;3;3;4;0;0;0,5;0;0;150
13852;CUCA FAROFA IND 400g;13852-5;10;60;214;30;3;9;3;0;0;0;0;0;67
6892;CUCA FRUTAS KENTINHO KG;6892-6;999;25;80;12;2;3,5;2,7;0,8;0;1;0;0;87
13236;CUCA FRUTAS VERMELHAS HIPERPAN;13236-5;3;50;176;36;3;2;1;0;0;1,3;0;0;250
36;CUCA GOIABADA BISTEK kg;36-1;5;60;123;17;3;5;2;0;0;0,3;0;0;117
13235;CUCA GOIABADA HIPERPAN kg;13235-7;3;50;177;37;3;2;1;0;0;1,5;0;0;249
13851;CUCA GOIABADA IND 400g;13851-7;8;60;253;40;3;10;3;0;0;0,5;0;0;67
13234;CUCA MACA/CANELA HIPERPAN kg;13234-9;3;50;177;36;3;2;1;0;0;1,3;0;0;250
13218;CUCA MORANGO HIPERPAN kg;13218-7;3;50;177;36;3;2;1;0;0;1,3;0;0;250
4053;CUCA QUEIJO BISTEK kg;4053-3;4;60;256;22;6;5;2;0;0;0,3;0;0;166
11280;CUCA QUEIJO DESC. BISTEK KG;11280-1;4;60;256;22;6;5;2;0;0;0;0;0;166
12025;CUCA RECHEADA DIPAES CHOCOLATE;12025-1;4;50;214;41;2,5;3,7;1,1;0,2;0;1;0;0;112
12023;CUCA RECHEADA DIPAES DOCE LEIT;12023-5;4;50;214;41;2,5;3,7;1,1;0,2;0;1;0;0;112
12024;CUCA RECHEADA DIPAES GOIABA UN;12024-3;4;50;209;40;2;0;3,2;0;0;0,8;0;0,5;91
6896;CUCA SIMPLES KENTINHO KG;6896-9;999;0;168;32;3;4;2,7;0;0;0;0;0;210
3979;CUCA SP 300G COCO;3979-9;4;40;136;19;1,9;3,1;2,7;0;0;1,3;0;0;144
3000030362007;CUCA SP 300G COCO;303620-0;999;40;136;19;1,9;3,1;2,7;0;0;1,3;0;0;144
3981;CUCA SP 300G D.LEITE;3981-0;4;40;96;20;2,4;0,9;0,4;0;0;0,7;0;0;148
3000030361895;CUCA SP 300G DOCE LEITE;303618-9;999;40;96;20;2,4;0,9;0,4;0;0;0,7;0;0;148
3980;CUCA SP 300G FRUTAS;3980-2;4;40;94;20;1,9;0,5;2,7;0;0;0,8;0;0;170
3000030361970;CUCA SP 300G FRUTAS;303619-7;999;40;94;20;1,9;0,5;2,7;0;0;0,8;0;0;170
13239;CUCA UVA HIPERPAN kg;13239-0;3;50;177;36;3;2;1;0;0;1,3;0;0;250
3288;CUCA VINHO BISTEK kg;3288-3;5;60;230;26;2;2;0,8;0;0;0;0;0;96
11284;CUCA VINHO DESC.  BISTEK KG;11284-4;4;100;320;36;2;3;1;0;0;0,3;0;0;133
13850;CUCA VINHO IND 400g;13850-9;10;60;229;33;3;9;3;0;0;0;0;0;67
12982;CUCATONE FRUTAS 400g;12982-8;6;60;322;64;4;5;2,4;0,4;0;0,3;0;0;147
12981;CUCATONE GOTAS 400g;12981-0;6;60;322;64;4;5;2,4;0,4;0;0,3;0;0;147
5315;CUP CAKE BAUNILHA BISTEK kg;5315-5;6;60;195;29;2;8;3;0;0;0;0;0;230
5318;CUP CAKE CHOCOLATE BISTEK kg;5318-0;6;60;205;28;2;9;4;0;0;0;0;0;226
5319;CUP CAKE TRUFADO BISTEK KG;5319-8;999;40;162,6;18,2;2,1;9;2,8;0;0;0;0;0;90,8
5316;CUP.CAKE KG LIMAO;5316-3;999;40;128,1;18,8;1,1;5,3;1,8;0;0;0;0;0;76,7
1045;CUPIM - MACRO;1045-6;999;100;132;23;230;34;11;0;0;0;0;0;750
10791;CUPUACU EMB.COPO kg;10791-3;4;100;49;10,4;1,2;1;0;0;0;3,1;0;0;3
7543;CUPUACU FATIADO kg;7543-4;7;100;49;10,4;1,2;0;0;0;0;3,1;13;0,5;3
2967;DAMASCO TURCO BISTEK kg;2967-0;998;50;119;31;1,8;0;0;0;0;3,9;0;0;0
7902;DAMASCO TURCO BISTEK KG;7902-2;180;50;119;31;1,8;0;0;0;0;3,9;0;0;0
11602;DAMASCO TURCO FRIOS kg;11602-5;180;50;119;31;1,8;0;0;0;0;3,9;0;0;0
304301;DESATIVADO;304301-0;7;100;61;14,2;1,5;0;0;0;0;0;59;2,1;20
304302;DESATIVADO;304302-9;7;100;29;6;0;0;0;0;0;1,6;19,1;0;3
49730;DOCE  COCADA MARACUJA BISTEK K;49730-4;999;50;246;32;1,8;13;10;0;0;3,5;0;0;7,9
52365;DOCE  COCADA MORANGO BISTEK KG;52365-8;999;50;182;29;0,8;5,9;4,8;0,3;0;1,8;0;0;0
49888;DOCE BANANA BISTEK kg;49888-2;999;50;150;36;0;0;0;0;0;2;0;0;0
49728;DOCE BOMBOCADO DE COCO BISTEK;49728-2;7;50;210;25;3,2;11;6,9;0;0;2,2;0;0;101
1864;DOCE BOMBOCADO QUEIJO BISTEK K;1864-3;7;50;208;17;4,6;13;9,6;0;0;2,8;0;0;113
49729;DOCE COCADA AMEIXA BISTEK KG;49729-0;15;50;250;32;1,8;13;10;0;0;3,6;0;0;7,9
6073;DOCE COCADA BISTEK kg;6073-9;15;30;119;16;0,5;4,7;3,4;0;0;0,6;0;0;3,7
7136;DOCE COCADA D.MESTRE KG;7136-6;30;50;256;33;1,8;13;11;0;0;3,6;0;0;8,2
12450;DOCE COCADA IND kg;12450-8;15;30;119;16;0,5;1,7;3,4;0;0;0,6;0;0;4
7137;DOCE COCADA L.COND. D.MESTRE K;7137-4;30;50;250;33;2;12;10;0;0;3,4;0;0;7,8
49666;DOCE COCADA LEITE COND.BISTEK;49666-9;999;50;250;33;2;12;10;0;0;3,4;0;0;7,8
7138;DOCE COCADA MARAC. D.MESTRE KG;7138-2;999;50;246;32;1,8;13;10;0;0;3,5;0;0;7,9
10984;DOCE DE FRUTAS BISTEK KG;10984-3;21;50;232;45;2;0,8;0;0;0;5;0;0;2
11004;DOCE DE GOIABA BISTEK KG;11004-3;21;50;232;45;2;0,8;0;0;0;5;0;0;2
29656;DOCE DE LEITE BISTEK KG;29656-2;999;20;59;11;1,3;1,2;0,7;0;0;0;0;0;34
11005;DOCE DE MACA BISTEK KG;11005-1;21;50;232;45;2;0,8;0;0;0;5;0;0;2
11007;DOCE DE PERA BISTEK KG;11007-8;21;50;232;45;2;0,8;0;0;0;5;0;0;2
7139;DOCE M.MOLE COCO D.MESTRE KG;7139-0;30;50;228;37;1,4;8,5;6,9;0;0;2,4;0;0;9,6
7141;DOCE M.MOLE MARACUJA D.MESTRE;7141-2;999;50;228;37;1,4;8,5;6,9;0;0;2,4;0;0;9,6
7140;DOCE M.MOLE MORANGO D.MESTRE K;7140-4;30;50;228;37;1,4;8,5;6,9;0;0;2,4;0;0;9,6
49889;DOCE MAMAO BISTEK kg;49889-0;999;50;120;30;0;0;0;0;0;2;0;0;2
22828;DOCE MIL FOLHAS BISTEK KG;22828-1;999;60;178;14;8,7;14;6;1,5;0;0;0;0;300
7803;DOCE PE DE MOLEQUE BISTEK kg;7803-4;30;40;203;19;5,4;8,6;1,7;0;0;1,6;0;0;1,1
12449;DOCE PE DE MOLEQUE IND kg;12449-4;30;40;203;19;5,4;8,6;1,7;0;0;1,6;0;0;1
6216;DOCE QUINDIM BISTEK KG;6216-2;7;50;217;27;3,2;11;6;0;0;1,5;0;0;20
20846;DOCE QUINDIM LIGHT BISTEK KG;20846-9;999;50;131;22;0,8;4,5;3,7;0;0;1;0;0;0
257;DOCINHO BEIJINHO COCO BISTEK k;257-7;15;25;90;13;1;4;2;0;0;1,5;0;0;9
12681;DOCINHO BEIJINHO DE COCO kg;12681-0;15;25;90;13;1;4;2;0;0;1,5;0;0;9
53812;DOCINHO BOMBOM AMEIXA BISTEK k;53812-4;10;25;96;13,5;2;4;2;0;0;1;0;0;4
53817;DOCINHO BOMBOM BISTEK CEREJA K;53817-5;999;55;254;26;4;15;11;2;0;0,8;0;0;15
53822;DOCINHO BOMBOM BISTEK NOZES KG;53822-1;999;25;125;12;1,5;8,5;4,9;0,4;0;0,7;0;0;18
53814;DOCINHO BOMBOM BISTEK UVA kg;53814-0;10;25;86;12,5;1,5;3,5;2;0;0;1;0;0;4
53820;DOCINHO BOMBOM CASTANHA BISTEK;53820-5;10;25;113;13;2;6;3;0;0;1;0;0;4
53824;DOCINHO BOMBOM MORANGO BISTEK;53824-8;5;25;72;8;1;4;3;0;0;0;0;0;11
53815;DOCINHO BOMBOM PREST.BCO BISTE;53815-9;10;50;252;23;4,9;16;11;0;0;2,8;0;0;14
53816;DOCINHO BOMBOM PREST.PRETO BIS;53816-7;10;25;126;13;2,5;8;5,5;0;0;1,5;0;0;7
13837;DOCINHO BRIGAD/CASADINHO 100g;13837-1;13;25;169;30;2;4;3;0;0;0;0;0;27
57;DOCINHO BRIGADEIRO BISTEK kg;57-4;13;25;108;18,5;1;3,5;1;0;0;1;0;0;8
12682;DOCINHO BRIGADEIRO kg;12682-9;15;25;108;18,5;1;3,5;1;0;0;1;0;0;8
405;DOCINHO CAJUZINHO BISTEK kg;405-7;15;25;114;8;4;7,5;1,5;0;0;1,5;0;0;4,5
12679;DOCINHO CAJUZINHO kg;12679-9;15;25;114;8;4;7,5;1,5;0;0;1,5;0;0;4,5
1853;DOCINHO CAMAFEU BISTEK KG;1853-8;15;50;223;25;5;11;3,3;0;0;0,6;0;0;7,6
53810;DOCINHO CASADINHO BISTEK kg;53810-8;15;25;35;6;1;1;0;0;0;1;0;0;8
12680;DOCINHO CASADINHO kg;12680-2;15;25;35;6;1;1;0;0;0;1;0;0;8
3432;DOCINHO CHOCOBOL BISTEK kg;3432-0;14;25;116;18;1,5;4,5;2;0;0;1;0;0;70
1854;DOCINHO OLHO DE SOGRA BISTEK K;1854-6;15;50;164;31;1,8;3,6;1,8;0;0;1,8;0;0;0
10973;DOGAO LANCHE kg;10973-8;2;50;248;28;8;8;4;0;0;1;0;0;295
12895;DOGUINHO CALABRESA HIPERPAN kg;12895-3;3;40;110;13;4,5;4,6;1,6;0;0;0,4;0;0;298
6877;DOGUINHO CALABRESA KG;6877-2;4;40;303;15;7;15;7;0;0;1,3;0;0;544
