EAN-13,Descricao,Cod.Prod
12801,KIT FEIJOADA ROANNA kg,12801-5
7896025527256,KIT PINCA BONITTA C/2,225000-4
7891164026752,LASANHA AURORA 600g CALABRESA,224568-0
7891164026134,LASANHA AURORA 600g PRES/QUEIJO,224569-8
7893000674233,LASANHA SADIA 350g BOLONHESA,120318-5
7893000038684,LASANHA SADIA 600g CALABRESA,119907-2
7893000046313,LASANHA SADIA 600g PEITO PERU,127049-4
7894904798988,LASANHA SEARA 1kg BOLONHESA,168333-0
7896040704106,LAVA LOUCA GEL CARE 512g,129619-1
7896075912361,LAVA ROUPA PO BABY SOFT 2kg SC,225118-3
7896098909751,LAVA ROUPA PO TIXAN 800g MACIEZ CX,224724-0
7896098909812,LAVA ROUPA PO TIXAN 800g MACIEZ SC,224798-4
7896098909805,LAVA ROUPA PO TIXAN 800g PRIMAVERA SC,225114-0
7898085945049,LEITE AVEIA DAVENE 180ml HIPOALERGE,66523-1
7898085943847,LEITE AVEIA DAVENE 180ml INTENSA,66480-4
7898489511086,LEITE AVEIA DAVENE 180ml TODOS TIP.PELE,224997-9
7898215151203,LEITE COND.PIRACANJUBA 395g LIGHT,224580-9
7891025109464,LEITE FERMENTADO ACTIVIA 800g AVEIA,224538-8
7896275980801,LEITE FERMENTADO FRIMESA 170g,185689-8
7896275981150,LEITE FERMENTADO FRIMESA 850g,185688-0
7898919412341,LEITE HIDRAT.MONANGE 200ml IOG/AVEIA,66395-6
7895098605304,LEMON PEPPER CHEF GOURMET 60g,224626-0
7898172342218,LENCO UMED.ANJINHO C/300 AZUL RF,147835-4
7898172342201,LENCO UMED.ANJINHO C/300 ROSA RF,147834-6
7896270000498,LIMPA PEDRA BRILHOLAC 2l,72460-2
7896270000658,LIMPA PISO BRILHOLAC 2l,72465-3
7896565700317,LIMPA PISOS CONDOR C/CABO,72828-4
7896360600317,LIMPA VIDROS ZAVASKI 500ml REFIL,153479-3
7896040708968,LIMPADOR CASA E PISO 750ml PORC/CERAM,224627-9
7896270001259,LIMPADOR CASA PERFUME 500ml FLOR/FRUT,225110-8
7891035216008,LIMPADOR DES.VEJA 500ml LARANJA RF,71778-9
7896404603816,LIMPADOR GIRANDO SOL 500ml PODER OCEANO,224631-7
7891242224025,LIMPADOR MULT.UAU 500ml ROSAS/SEDUCAO,224802-6
7896040704625,LIMPADOR PER.CASA PERFUME 500ML AGRAD,71857-2
7896270001273,LIMPADOR PERF.CASA PERFUME 500ml BAMBU,224801-8
7896040704649,LIMPADOR PERF.CASA PERFUME 500ml INTUS,71859-9
7896040704618,LIMPADOR PERF.CASA PERFUME 500ml SENS,124290-3
7896404605759,LIMPADOR PERF.GIRANDO SOL 500ml P.SED,153489-0
7896404603830,LIMPADOR PERF.GIRANDO SOL 500ml S.MAGIA,153485-8
7891242456969,LIMPADOR PERF.UAU l1P800ml NAT/HARM,224800-0
7891035990663,LIMPADOR PERF.VEJA 1l AROMA ALEGRIA,189508-7
7891035000775,LIMPADOR PERF.VEJA 500ml BEM ESTAR,218519-9
7891035000782,LIMPADOR PERF.VEJA 500ml EUFORIA,217808-7
7891242211186,LIMPADOR UAU 500ml ACAO CLAREADOR,153506-4
7891242211308,LIMPADOR UAU 500ml ELIMINADOR ODORES,175274-0
7891035000959,LIMPADOR VEJA 500ml M.U. EXP.CEREJA,217806-0
7898941890759,LINGUICA CALABRESA ROANNA 300g,224575-2
7898941890490,LINGUICA FRANGO ROANNA 800g,224576-0
12795,LINGUICA SUINA PERDIGAO P/CHURR.kg,12795-7
12794,LINGUICA SUINA SEARA kg,12794-9
7891164004743,LINGUICA TOSCANA AURORA 500g C/QUEIJO,224572-8
7896235353287,LOCAO LEITE COLONIA 100ml TEMPO AMAR,224886-7
7896235353300,LOCAO LEITE COLONIA 100ml TOQ.CARINHO,224887-5
7891164007201,LOMBO COZIDO AURORA 180g FAT,224549-3
12806,LOMBO ROANNA DEF.kg,12806-6
12781,LOMBO SUINO ROANNA TEMP.A VACUO kg,12781-7
7895098605069,LOURO CHEF GOURMET 4g FOLHA,224613-9
7891035500008,LUSTRA MOVEIS POLIFLOR 200ml JASMIM,72473-4
21200510069,LUVA SCOTCH BRITE MULTIUSO,146224-5
7898546001703,LUVA VABENE MULTIUSO FLEX AMAR.P,225113-2
7898546006258,LUVA VINIL VABENE S/PO G C/12,225180-9
7898546006265,LUVA VINIL VABENE S/PO M C/12,225181-7
7896011117027,MACARRAO INST.PARATI 70g GALINHA CAIPIRA,154460-8
7896412800566,MACARRAO ORQUIDEA 500g C.ANJO C/OVOS,154572-8
7896412800740,MACARRAO ORQUIDEA 500g CONCHINHA C/OVOS,154574-4
7896412801143,MACARRAO ORQUIDEA 500g GRAVATA C/OVOS,154577-9
7896412852497,MACARRAO ORQUIDEA 500g TALHARIM,154580-9
7896412800801,MACARRAO ORQUIDEA 500g TORTIGLIONE,146425-6
7898152996752,MACARRAO PAGANINI 500g PENNE INT,224577-9
7898152996769,MACARRAO PAGANINI 500g SPAGHETTI INT,224588-4
7896000614766,MAMADEIRA KUKA AQUA.ORTO AZUL 70ml,225177-9
7896000615428,MAMADEIRA KUKA 250ml NATURAL COLOR ROSA,158496-0
7898631550994,MAMADEIRA MAGICA JUDY,225083-7
7896000615411,MAMADEIRA ORTO KUKA 250ml AZUL NAT,158495-2
12786,MAMINHA BOVINA SAO JOAO A VACUO kg,12786-8
7896327514077,MANJERICAO APTI 5g,224955-3
7898206673493,MANJERICAO BONISSIMO 7g,225027-6
7895098605083,MANJERICAO CHEF GOURMET 6g,225029-2
7898916706054,MANTEIGA BECKER 200g C/SAL,224531-0
7891515410315,MARGARINA CLAYBOM 1kg C/SAL,224532-9
7897158722044,MASCARA DESAMAR.GOTA DOURADA 500g,224989-8
7896010174052,MASCARA TRAT.SALON 400g DESAMAR,175408-4
7896412800344,MASSA LASANHA ORQUIDEA 200g,224846-8
7896258400500,MASSA PASTEL LA NONNA 2kg ROLO,224535-3
7899769100181,MASSA P/PAO CASEIR.B.KING 6kg SOVADINHO,177890-0
7895510670569,MEIA TRIFIL BEBE C.CURTO MENINA BB034,225092-6
7895510667965,MEIA TRIFIL BEBE C.CURTO MENINO,225064-0
7895510667996,MEIA TRIFIL BEBE C.CURTO MENINO 88038,225081-0
7897408104910,MEIO ASA MACEDO 1kg IQF,155973-7
7896412801006,MISTURA BOLO ORQUIDEA 400g ABACAXI,154729-1
7896412820076,MISTURA BOLO ORQUIDEA 400g MILHO,225165-5
7896412819841,MISTURA BOLO ORQUIDEA 5kg CHOCOLATE,153725-3
7896412819865,MISTURA BOLO ORQUIDEA 5kg COCO,153921-3
7896412820014,MISTURA BOLO ORQUIDEA 5kg LIMAO,153931-0
7896412819827,MISTURA BOLO ORQUIDEA 5kg NEUTRO,153937-0
7895098605403,MIX PIMENTA CHEF GOURMET 55g GRAO,225031-4
7898206700137,MOLHO FARRAPO DO SUL 120ml,225150-7
7896000674654,MORDEDOR KUKA NEON,225178-7
7891164006846,MORTADELA AURORA 400g C/GORDURA,224542-6
7898239601722,MORTADELA BOLOGNA JCW 100g FAT,224540-0
7898239600640,MORTADELA FRANGO JCW 150g FAT,224539-6
7898239600503,MORTADELA JCW 150g S/GORDURA FAT,224545-0
7898239600480,MORTADELA JCW 500g S/GORDURA FAT,224541-8
7898194160197,NATA LAC LELO 260g,176957-0
7898341430012,NECTAR DEL VALLE 1l MANGA,224969-3
7891035991141,ODORIZADOR BOM AR 360ml SENSE ALEGRIA EC,195474-1
7891035991134,ODORIZADOR BOM AR 360ml SENSE ROMANCE EC,195478-4
7897520012421,ODORIZANTE BREEZER PROAUTO 6,5g AMORE,225088-8
7898206710822,OREGANO BONISSIMO 5g,225024-1
7895098777834,OREGANO CHEF GOURMET 100g,224623-6
7895098777827,OREGANO CHEF GOURMET 50g,224602-3
7895098605106,OREGANO CHEF GOURMET 6g,224610-4
7898965527167,OVOS COLINA VERMELHO EXTRA C/20,224686-4
7898965527020,OVOS COLINA VERMELHO GRANDE C/12,224687-2
7896672707100,PA P/CARVAO MICHELON C/CABO MADEIRA,224758-5
7896502801220,PA P/TORTA BRINOX BELI 24cm,225089-6
7896181711216,PACOCA DA COLONIA 200g C/AC.MASCAVO,224942-1
12777,PALETA SUINA ROANNA TEMP.A VACUO kg,12777-9
7898903177362,PALMITO PUPUNHA DAOLI 300g PICADO,224848-4
7898903177324,PALMITO PUPUNHA DAOLI 300g TOLETE,224783-6
7898546005428,PANO MULTIUSO VABENE C/5,224822-0
7899172302714,PANTUFA MARIA EMILIA INF.25/26 BICHOS,225103-5
7899172302738,PANTUFA MARIA EMILIA INF.29/30 BICHOS,225104-3
7899172302745,PANTUFA MARIA EMILIA INF.31/32 BICHOS,225105-1
7899172302752,PANTUFA MARIA EMILIA INF.33/34 BICHOS,225102-7
7898916635187,PAO QUEIJO MAIS FRIOS 1kg,217038-8
7898994484608,PAO QUEIJO MINEIRACO 400g,217088-4
7898916635170,PAO QUEIJO MINEIRACO 400g TRADICIONAL,217087-6
7896026800358,PAPEL HIGIENICO DUETTO L16P15 30m FD,225171-0
7896053411213,PAPEL HIGIENICO FOFINHO FD 30M L12P11,224594-9
7896053410223,PAPEL HIGIENICO FOFINHO L12P11 FD 30M,142113-1
7896053411244,PAPEL HIGIENICO FOFINHO L12P11 FS 60M,127161-0
7896053411619,PAPEL HIGIENICO FOFINHO L16P15 FD 30M,169664-5
7896180116173,PAPEL HIGIENICO SIRIUS L16P15 30m FD,225173-6
7898546007231,PAPEL MANTEIGA VABENE 30X4,224750-0
7895098777841,PAPRICA DEFUMADA CHEF GOURMET 23g,225041-1
7896327515098,PAPRICA DOCE APTI 25g,224956-1
7895098777933,PAPRICA DOCE CHEF GOURMET 25g,225044-6
7898206905549,PAPRICA PICANTE BONISSIMO 23g,225036-5
7895098605274,PAPRICA PICANTE CHEF GOURMET 30g,225019-5
7895098778206,PAPRICA PICANTE CHEF GOURMET 50g,225046-2
7894650940082,PASTILHA ADESIVA PATO C/3 FL.30%,214473-5
7894650008393,PASTILHA ADESIVA PATO L4P3 PR.AMOR ED.L,214474-3
7893000004764,PATE FRANGO SADIA 100g,120087-9
7896965702102,PEDRA SANITARIA SANI SOL 20g JASMIM,175183-2
7896965703611,PEDRA SANITARIA SANI SOL 20g LAVANDA,153653-2
7896965702089,PEDRA SANITARIA SANISOL 20g EUCALIPTO,153651-6
7896270000771,PEDRA SANIT.BRILHOLAC 20g EUCALIPTO,224628-7
7896270000764,PEDRA SANIT.BRILHOLAC 20g FLORAL,224630-9
7896270000757,PEDRA SANIT.BRILHOLAC 20g LAVANDA,224629-5
7896502816309,PEGADOR MASSA BRINOX BELI,80146-1
7896502843640,PEGADOR MASSA BRINOX CONCHA WAVY,225068-3
7891112208100,PEGADOR MASSA TRAMONTINA NYLON ABIL.VM,225052-7
7891112208124,PEGADOR TRAMONTINA MULT.NYLON ABIL.VM,225059-4
7891164116835,PEITO FRANGO AURORA 180g BEM LEVE DEF,224548-5
7898239601739,PEITO FRANGO JCW 100g DEFUMADO FAT,224544-2
7891055131251,PENTE CABELO CONDOR K-8,70942-5
7891055145227,PENTE CABELO CONDOR MASC.A5 C/3,70943-3
7891055141427,PENTE CABELO CONDOR ROMANCE SM,225061-6
7896025500273,PENTE MARCOBONI MASC.PRETA C/2,154584-1
7896025524828,PENTE MASC.BONITTA PRETO/AZUL C/2,225065-9
12783,PERNIL SUINO ROANNA TEMP.A VACUO kg,12783-3
12792,PICANHA BOVINA PAVEI A VACUO kg,12792-2
12779,PICANHA SUINA ROANNA TEMP.A VACUO kg,12779-5
7897763510456,PICOLE FRUTTARE 57g ABACAXI VEGANO,132662-7
7891075302051,PICOLE KIBON CORNETTO CHOCO MIX,132661-9
7891075302402,PICOLE KIBON CORNETTO CROCANTE CLASSIC,132666-0
7897763510722,PICOLE PAVILOCHE 40g RABISCO PTO/BCO,176040-8
7895098604987,PIMENTA CHEF GOURMET 25g C/COMINHO,225047-0
7895098605007,PIMENTA CHEF GOURMET 30g GRAO,225020-9
7895098604949,PIMENTA CHEF GOURMET 30g MOIDA,225038-1
7895098778107,PIMENTA CHEF GOURMET 70g MOIDA,224598-1
7896007832477,PIMENTA CHEIRO KENKO 40g,154350-4
7898206981536,PIMENTA MOIDA BONISSIMO 28g,225025-0
7896327510673,PIMENTA PRETA APTI 12g GRAOS,224957-0
7896025527140,PINCEL BARBA BONITTA,225055-1
7891055300121,PINCEL BARBA CONDOR SM,225054-3
7896025501058,PINCEL BARBA MARCOBONI PEQUENO,66167-8
7896672704734,PINO MACHO DESM TRIPOLAR 2P+T 20 A,225087-0
7896335001606,PIPOCA MICRO KANTY 100g CARAMELO,225156-6
7898076870459,PIZZA FIT MANDIOK 150g CALABRESA,224565-5
7894904255849,PIZZA LEBON 400g FRANGO,224562-0
7896327515289,PO P/BEBIDA APTI 400g MORANGO SACHE,224690-2
7896072093506,PO P/FLAN BRETZKE 40g,224936-7
7896327513919,PO P/GELATINA APTI 12g MORANGO ZERO,224583-3
7896327516149,PO P/GELATINA APTI 20g LIMAO,224715-1
7896327513957,PO P/GELATINA APTI 24g,224587-6
7896327514909,PO P/PUDIM APTI 50g CHOCOLATE,224933-2
7896327514947,PO P/PUDIM APTI 50g MORANGO,224932-4
7896072078039,PO P/PUDIM BRETZKE 35g BAUNILHA,224931-6
7896072078060,PO P/PUDIM BRETZKE 35g CHOCOLATE,224716-0
7896072078077,PO P/PUDIM BRETZKE 35g COCO,224930-8
7896072078138,PO P/PUDIM BRETZKE 35g MORANGO,224714-3
7896072077063,PO P/PUDIM BRETZKE 50g CHOCOLATE,224935-9
7896072077131,PO P/PUDIM BRETZKE 50g MORANGO,224934-0
7897116100297,POLPA FRUTA MAIS FRUTA 400g ABACAXI,123453-6
7897116100426,POLPA FRUTA MAIS FRUTA 400g ACAI,123454-4
7897116100303,POLPA FRUTA MAIS FRUTA 400g ACEROLA,123455-2
7897116100259,POLPA FRUTA MAIS FRUTA 400g GRAVIOLA,123461-7
7897116100365,POLPA FRUTA MAIS FRUTA 400g MARACUJA,123465-0
7897116100372,POLPA FRUTA MAIS FRUTA 400g MORANGO,123467-6
7897116100501,POLPA FRUTA POLPA NORTE 1kg ACEROLA,123472-2
7898181479998,POLPA FRUTA POLPA NORTE 100g,123459-5
7893220258541,POTICHE LYOR CLASSICA PE CRISTAL,224914-6
7898505140405,PRATO DESC.TOT. PLAST C/10,224963-4
7891515605773,PRATO PRONTO PERDIGAO 300g PENNE MOL.PAR,224567-1
7896360601161,PRENDEDOR ROUPA ZAVASKI C/12 GRANDE,153660-5
7896222716453,PRESERVATIVO OLLA C/3 MORANGO,196175-6
7898079000501,PRESERVATIVO PRUDENCE CAIPIRINHA UN,217552-5
7896948702914,PRESUNTO VENEZA 150g FATIADO,161009-0
7501007499758,PROTETOR DIARIO ALWAYS C/15 C/PERF,66155-4
7500435125826,PROTETOR DIARIO ALWAYS C/40 S/PERF,183568-8
7891010087722,PROTETOR DIARIO CAREFREE C/15 PROT.C/P,66018-3
7891010015268,PROTETOR DIARIO CAREFREE C/15 PROT.S/P,66030-2
7891010518752,PROTETOR SOLAR SUNDOWN 350ml FPS50,155062-4
7896072077032,PUDIM BRETZKE 50g BAUNILHA,224582-5
7896072077216,PUDIM BRETZKE 50g COCO DIET,224586-8
7891999006271,QUEIJO GORGONZOLA VIGOR 100g,224546-9
7898954887074,QUEIJO MUSSARELA MAIS FRIOS 120g FAT,224547-7
12776,QUEIJO MUSSARELA VENEZA FRAC.kg,12776-0
7896948701450,QUEIJO MUSSARELA VENEZA 150g ZR.LAC FAT,224543-4
7898322981328,QUEIJO PROVOLONE PARMISSIMO 22g PED,204663-6
7898322981304,QUEIJO PROVOLONE PARMISSIMO 295g ESPETO,204660-1
7896948704826,QUEIJO QUARK VENEZA 200g,224550-7
7896181700067,RAPADURA PUXA PALHA DACOLONIA 400g,224941-3
7891132010080,REALCADOR SABOR AJINOMOTO 36g FLOPPY,225160-4
7898409953088,RECHEIO FLEISCHMANN 4kg BRIGADEIRO,162567-5
7891991002684,REFRIGERANTE ANTARCTICA 600ml GUARANA ZR,99765-0
7891991000833,REFRIGERANTE SODA 350ml LIMONADA,99773-0
3000018867623,REFRIGERANTE SPRITE 200ml S/ACUCAR PET,188676-2
7891149441501,REFRIGERANTE SUKITA 600ml LARANJA,99785-4
7894650000649,REPELENTE ELET.BAYGON 21,9ml 30N RF,72683-4
7894650939161,REPELENTE ELET.RAID 32,9ml KIDS RF,200142-0
7896275960315,REQUEIJAO FRIMESA 190g ERVAS FINAS,123322-0
7896275960308,REQUEIJAO FRIMESA 190g 4 QUEIJOS,123321-1
7896275960209,REQUEIJAO FRIMESA 220g LIGHT,123384-0
7896275960193,REQUEIJAO FRIMESA 250g TRADICIONAL,123347-5
7898194160210,REQUEIJAO LAC LELO 200g CHEDDAR,217008-6
7896565700270,RODO FORTA C/CABO DUPLO 30CM UN,72821-7
7896565700287,RODO FORTA C/CABO DUPLO 40CM UN,143458-6
7898546006623,ROLO ALUMINIO VABENE 30X7,5,224592-2
7898546006630,ROLO ALUMINIO VABENE 45X7,5,224965-0
7896008101572,RUM PORTO SANTO 1l MACA VERDE,224775-5
7896008112134,RUM PORTO SANTO 1l OURO,224777-1
7896008112127,RUM PORTO SANTO 1l PRATA,224776-3
7896360600089,SABAO BARRA ZAVASKI 200g COCO,225122-1
7897664171718,SABONETE ALBANY 85g ALGODAO,225007-1
7897664171701,SABONETE ALBANY 85g AZUL LEITE,224899-9
7897664171725,SABONETE ALBANY 85g ROSA AVEIA,224890-5
7896098902257,SABONETE FLOR YPE 85g COCO/ALECRIM,224803-4
7896098902240,SABONETE FLOR YPE 85g LARANJA/DAMASCO,224804-2
7898172345110,SABONETE LIQ.ANJINHO 400ml GLICER.BABY,224879-4
7898489510492,SABONETE LIQ.DAVENE 500ml AVEIA RF,154658-9
7898085944929,SABONETE LIQ.DAVENE 500ml ERVA DOCE RF,68910-6
7891058016586,SABONETE LIQ.INTIMO DERMACYD 200ml DELIC,159752-3
7891024035696,SABONETE LIQ.PALMOLIVE 200ml S.DELIC RF,180526-6
7891150059856,SABONETE LUX BOTANICALS 85g VERBENA,185228-0
7891024034781,SABONETE PALMOLIVE 85g HID.INTENSIVA,224888-3
7891024035078,SABONETE PROTEX 85g CREAM,68575-5
7891024038819,SABONETE PROTEX 85g ERVA DOCE,218365-0
7896098902264,SABONETE YPE 85g ROSAS BRANCAS/AVELA,202413-6
7898297226745,SACA ROLHA CATUAI REFORCADO,225060-8
7898546002861,SACO FREEZER/MICRO VABENE 2l 18X35 C/100,224938-3
7898546002878,SACO FREEZER/MICRO VABENE 3l 23X35 C/100,224960-0
7898546002885,SACO FREEZER/MICRO VABENE 5l 28X40 C/100,224939-1
7898546006555,SACO FREEZER/MICRO VABENE 7l 33X40 C/100,224940-5
7898954898094,SACO LIXO VERSATIL 10l BCO PIA/BAN C/25,225106-0
7898954898483,SACO LIXO VERSATIL 15l PRETO RECIC,72773-3
7898954898018,SACO LIXO VERSATIL 15l PRETO ROLAO C/6,225125-6
7898954898025,SACO LIXO VERSATIL 30l PRETO ROLAO C/6,225128-0
7898348070242,SACO P/LIXO HIPERMAIS 100l,225126-4
7898348070259,SACO P/LIXO HIPERMAIS 50l,225127-2
7896655401438,SAGU ROCHA 400g,225151-5
7891132080014,SAL AJI-SAL 1kg,225162-0
7891132082117,SAL AJI-SAL 100g C/PIMENTA,152958-7
7791004000839,SAL ENTREFINO CELUSAL 500g BOLSA,224710-0
7891132082988,SAL PARRILLA AJI-SAL 500g CHURRASCO,224708-9
7895098605410,SAL ROSA CHEF GOURMET 110g C/ERVAS FINAS,225030-6
7895098777971,SAL ROSA HIMALAIA CHEF GOURMET 500g FINO,224608-2
12808,SALAME TIPO ITALIANO FRIMESA kg,12808-2
12809,SALAMINHO FRIMESA kg,12809-0
12810,SALAMINHO SADIA kg,12810-4
12807,SALAMINHO SEARA kg,12807-4
7895098777957,SALAMONIACO CHEF GOURMET 100g,224603-1
7895098605113,SALSA CHEF GOURMET 7g,225032-2
7898239601050,SALSICHA HOT DOG JCW 500g,224533-7
7896948706790,SALSICHA HOT DOG VENEZA 500g,224534-5
7898239600459,SALSICHA JCW 1kg,195649-3
7894904236121,SAMBIQUIRA FRANGO BIG FRANGO 1kg,224571-0
7890557722165,SANDALIA HAVAIANAS KIDS TOP AZ.NAV 23/24,225093-4
7893249926032,SANDALIA HAVAIANAS SLIM ORG.PTO.CZ 39/40,225096-9
7909806040292,SANDALIA IPANEMA BABY TURMA MONICA 19/24,225097-7
7909510826731,SANDALIA IPANEMA BOLD 33/40,225011-0
7909510426504,SANDALIA IPANEMA FEEL PRINT 33/40,225098-5
7890875033561,SANDALIA IPANEMA FEMININA 33-40,225013-6
7909510417298,SANDALIA IPANEMA INF.STREET 28/36,225095-0
7909224886823,SANDALIA IPANEMA NEW 33-40,225099-3
7909510751170,SANDALIA IPANEMA OASIS 33/40,225012-8
7909806715442,SANDALIA IPANEMA SUPER PETS 27/34,225066-7
7909006238154,SANDALIA IPANEMA ZIG 33/40,225100-0
7899172308815,SANDALIA MARIA EMILIA DISNEY BASIC 33/42,224968-5
7909510437715,SANDALIA MORMAII TROPICAL PRO II 37/44,225048-9
7899172308846,SANDALIA PELO MARIA EMILIA DISNEY 33-42,225101-9
7909224113745,SANDALIA RIDER INF.STRIKE GRAP.28-36,225094-2
7909510366107,SANDALIA RIDER STREET AD 37-44,225014-4
7891164026974,SANDUICHE AURORA 145g FAROEST X CHEDDAR,224552-3
7891164026967,SANDUICHE AURORA 145g FAROEST X FRANGO,224555-8
7891022852707,SAPONACEO PO SAPOLIO RADIUM 300g CLAS.,217814-1
7896085840029,SHAMPOO ACQUA KIDS 250ml CAB.CACHEADOS,65717-4
7896085864186,SHAMPOO ACQUA KIDS 250ml 2EM1 MILK SHAKE,133261-9
7896085865664,SHAMPOO ACQUA KIDS 250ml 2X1 UVA/ ALO,224859-0
7898172341402,SHAMPOO ANJINHO KIDS 200ml BRI/MAC,224861-1
7898172345004,SHAMPOO ANJINHO KIDS 400ml CAMOMILA,224883-2
7898172340696,SHAMPOO ANJINHO KIDS 400ml 2EM1 AZUL,224882-4
7898172340689,SHAMPOO ANJINHO KIDS 400ml 2EM1 ROSA,224881-6
7896020162735,SHAMPOO BARUEL BABY 400ml SONO TRANQ,224880-8
7898172344229,SHAMPOO EU SOU 1l NEUTRO,225006-3
7898172344205,SHAMPOO EU SOU 1l QUERATINA,225005-5
7897158701575,SHAMPOO GOTA DOURADA 430ml,67088-0
7896085872068,SHAMPOO ORIGEM 325ml ARGAN,224985-5
7896085871986,SHAMPOO ORIGEM 325ml BOMBA ABACATE,224870-0
7896085872235,SHAMPOO ORIGEM 325ml CACHO,224992-8
7896085872020,SHAMPOO ORIGEM 325ml COCO,224988-0
7896085872105,SHAMPOO ORIGEM 325ml MEL/CERAMIDAS,224986-3
7896085871948,SHAMPOO ORIGEM 325ml SAUDOSA BABOSA,224987-1
7891024158609,SHAMPOO PALMOLIVE 350ml CAB.PRETOS,67366-8
7891024029787,SHAMPOO PALMOLIVE 350ml OLEO SURPREENDEN,171614-0
7500435128926,SHAMPOO PANTENE 200ml MICELAR,187710-0
7896010175271,SHAMPOO SALON OPUS 350ml,224994-4
7891150037434,SHAMPOO SEDA 325ml CRESCIMENTO SAUDAVEL,169923-7
7891150042285,SHAMPOO SUAVE 325ml BABOSA/PEPINO,172787-7
7891150042278,SHAMPOO SUAVE 325ml MEL/OLEO AMEND,172789-3
7898280620215,SIDRA LIDER 660ml MACA,141945-5
78911260,SOBREMESA LACTEA VIGOR 220g FLAN BAUN,122881-1
12782,SOBREPALETA SUINA ROANNA TEMP.A VACUO kg,12782-5
7896327514312,SOPAO APTI 200g GALINHA,224782-8
7891150068094,SORVETE MAGNUM 69g AMENDOAS VEGANO,197992-2
7897763530713,SORVETE PAVILOCHE 500ml NAPOLITANO Z.AC,201892-6
7898953148015,SUCO PRATS 300ml INTEGRAL LARANJA,164273-1
7898953148169,SUCO PRATS 900ml INTEGRAL LARANJA,166288-0
7898953148220,SUCO PRATS 900ml INTEGRAL UVA,168585-6
7891246021354,T LISO Q.UTIL 25MM,73220-6
7891134004520,TALCO ALMA FLORES 100g BAUNILHA,156908-2
7896049504714,TALCO TABU 100g PERFUMADO,175315-0
7896049504738,TALCO TABU 100g ROMANCE,224996-0
7891132013012,TEMPERO AJINOMOTO 200g ESTOJO,225161-2
7895098605328,TEMPERO BAIANO CHEF GOURMET 60g,224618-0
7895098778251,TEMPERO CHEF GOURMET 60g CARNES,225045-4
7895098778114,TEMPERO CHEF GOURMET 70g MISTO,224597-3
7895098777995,TEMPERO CHEF GOURMET 90g DRY RUB,225039-0
7898955871041,TEMPERO COMPLETO PONTE ALHOS 200g,225146-9
7895098778275,TEMPERO ESPECIAL CHEF GOURMET 50g FEIJAO,225016-0
7895098778268,TEMPERO ESPECIAL CHEF GOURMET 50g FRANGO,225017-9
7895098777940,TEMPERO MISTO CHEF GOURMET 25g,224611-2
7896202830155,TEMPERO OLIVEIRA 300g S/PIMENTA,147608-4
7899766879479,TEMPERO PONTE ALHOS 200g ALHO/CEB/SALSA,225147-7
7899766879455,TEMPERO PONTE ALHOS 200g ALHO/OLEO,225148-5
7896000716675,TINTURA BELA COR 4.3 CAST.MEDIO DOUR,224878-6
7896509972121,TINTURA BELA COR 4.66 VERMELHO PROF,224901-4
7896509972169,TINTURA BELA COR 6.1 LOURO ESCURO,224876-0
7896509972190,TINTURA BELA COR 7.0 LOURO CINZA,224874-3
7896509972206,TINTURA BELA COR 7.1 LOURO CINZA,224875-1
7896509972220,TINTURA BELA COR 8.0 LOURO CLARO,224873-5
7896000706188,TINTURA BELA COR 9.01 LOURO EX.CLARO,224877-8
7896275920142,TIRINHAS FRANGO FRIMESA 300g,224554-0
7898172341815,TOALHA UMED.ANJINHO C/50,154120-0
7898172343222,TOALHA UMED.ANJINHO L120P100,224818-2
7898959897405,TOALHA UMED.BASIC BABY BYN L100P80,224857-3
7896039728984,TOMADA FAME USB BIVOLT+TOMADA,225084-5
7895098777858,TOMILHO CHEF GOURMET 9g,225043-8
12802,TORRESMO PRENSADO ROANNA PEQ.kg,12802-3
7898941890377,TORRESMO PURURUCA ROANNA 300g,224709-7
7896181710516,TORRONE DACOLONIA 150g,224943-0
7899769102789,TORTA BREAD KING 800g BOMBOM,224553-1
7899769102116,TORTA BREAD KING 800g BRIGADEIRO,224557-4
7899769102819,TORTA BREAD KING 800g MARTA ROCHA,224558-2
7899769102727,TORTA BREAD KING 800g PRESTIGIO,224556-6
7896025528123,TOUCA BANHO BONITTA,224862-0
716030001480,TRIM LIXA UNHA METAL,225003-9
71603625006,TRIM LIXA UNHA PAPEL C/6,224998-7
71603003453,TRIM PINCA PONTA INCLINADA,225001-2
7898713721045,TUBINHO MINNAS ORIGENS 1kg,212258-8
3000030735139,VASILHAME GARRAFA PROFISSA 300ml,307351-3
7891055017593,VASSOURA CONDOR V35 ED.COPA DO MUNDO,208006-0
7896100503830,VINHO ALIANCA 750ml C.SAUV,224829-8
7791540046261,VINHO ALMA ANDINA 750ml MALBEC,224973-1
7808729602436,VINHO ALTANERO VARIETAL 750ml CARMENERE,224830-1
7808729604355,VINHO ALTANERO VARIETAL 750ml ROSE,224834-4
7808729602429,VINHO ALTANERO 750ml CAB.SAUVIGNON,146326-8
7896452101623,VINHO CASA PERINI 750ml MALBEC TERROIRS,224976-6
7808729602450,VINHO CHI ALTANERO 1l CARMENERE,224831-0
7808729602467,VINHO CHI ALTANERO 1l C.SAUVIGNON,224833-6
7808729602993,VINHO CHI ALTANERO 1l MERLOT,224832-8
7808729603648,VINHO CHI ALTANERO 750ml RES CARMENERE,224978-2
